7597230350533193880,5815410292355965161,9654793839496497106
7097839246984260143,5815410292355965161,11212972156753825335
4776308456495669413,5815410292355965161,11984776919763557510
8974550734561865634,5815410292355965161,11212972156753825335
13881651065552584948,5815410292355965161,11212972156753825335
9999489160430663965,5815410292355965161,5274118547963987721
3314176117917161714,5815410292355965161,11212972156753825335
4340903754936026816,5815410292355965161,11212972156753825335
1028614631604270633,5815410292355965161,12135009266126288848
11946388591642466632,5815410292355965161,9477995614226528347
16840828895427931786,5815410292355965161,1658694906599246017
5049290349672742573,5815410292355965161,15994305828026895897
5887276046594401981,5815410292355965161,2663863163891383489
1300618480399971867,5815410292355965161,11212972156753825335
16083010870528734162,5815410292355965161,11212972156753825335
12944336195737269366,5815410292355965161,4174479284795993440
15821832725244479903,5815410292355965161,11984776919763557510
17156588072087677567,5815410292355965161,4174479284795993440
11769919723486335641,5815410292355965161,2663863163891383489
11842509869490899358,5815410292355965161,11212972156753825335
1269364036214942871,5815410292355965161,5274118547963987721
8284839996958703146,5815410292355965161,2663863163891383489
13297944386758505664,5815410292355965161,5274118547963987721
14177764420704582559,5815410292355965161,9654793839496497106
1618605723556551028,5815410292355965161,11212972156753825335
517855054289248362,5815410292355965161,11984776919763557510
9294189359432650509,5815410292355965161,11984776919763557510
10458527813875115179,5815410292355965161,5413301512240493877
9108871545428923047,5815410292355965161,9477995614226528347
8025390984198263136,5815410292355965161,2663863163891383489
16774201124969663393,5815410292355965161,11212972156753825335
9597485316116514945,5815410292355965161,11212972156753825335
4414315610773024153,5815410292355965161,4174479284795993440
16146953407751228215,5815410292355965161,6121136397623925702
2934293305531055631,5815410292355965161,11212972156753825335
9606708099242567447,5815410292355965161,15611376414343862731
3841693014896430925,5815410292355965161,1658694906599246017
16737698189342123689,5815410292355965161,11212972156753825335
9681643102542595106,5815410292355965161,471705445479227578
14754869246603296821,5815410292355965161,9654793839496497106
4153310838779082918,5815410292355965161,11212972156753825335
17871975650352424419,5815410292355965161,1658694906599246017
11003489158885784141,5815410292355965161,11212972156753825335
8099194022227125527,5815410292355965161,2663863163891383489
4911218326521799861,5815410292355965161,4174479284795993440
16763377843509074089,5815410292355965161,5413301512240493877
6752786686704665415,5815410292355965161,4113293440763078714
17108711041852332949,5815410292355965161,11212972156753825335
16169430489575442079,5815410292355965161,11212972156753825335
11862205156702124099,5815410292355965161,11984776919763557510
660462093897535497,5815410292355965161,15994305828026895897
16381515532241697429,5815410292355965161,12135009266126288848
15132603965818893846,5815410292355965161,11212972156753825335
4015078819788459,5815410292355965161,11212972156753825335
7054631834841504029,5815410292355965161,11212972156753825335
8883621347161384365,5815410292355965161,11212972156753825335
5735266398956328834,5815410292355965161,2663863163891383489
17332685953631455576,5815410292355965161,4174479284795993440
1116518792335335445,5815410292355965161,11212972156753825335
4436084532368799817,5815410292355965161,11212972156753825335
4215958241896049523,5815410292355965161,5413301512240493877
377393106340343498,5815410292355965161,5413301512240493877
6106834454762009912,5815410292355965161,9654793839496497106
13877714464207283338,5815410292355965161,11212972156753825335
4382098154387317145,5815410292355965161,11212972156753825335
1440328600488398176,5815410292355965161,4174479284795993440
4136841226468279219,5815410292355965161,11212972156753825335
12391038003107349521,5815410292355965161,4174479284795993440
16340923332768072446,5815410292355965161,11212972156753825335
15307387235071759292,5815410292355965161,16224304981367341406
6859507764061630566,5815410292355965161,4174479284795993440
16726418515502850065,5815410292355965161,4174479284795993440
8449520073551843314,5815410292355965161,12135009266126288848
2019040883566231297,5815410292355965161,4174479284795993440
13631595330736362583,5815410292355965161,5274118547963987721
17219066913757994117,5815410292355965161,11212972156753825335
2212328981981766418,5815410292355965161,11212972156753825335
5531693498424629209,5815410292355965161,9654793839496497106
6916101292776071570,5815410292355965161,15008373476056455768
18004715140861714962,5815410292355965161,9654793839496497106
17358722003874148611,5815410292355965161,5274118547963987721
11934244358801122155,5815410292355965161,2663863163891383489
10414381156924072397,5815410292355965161,11984776919763557510
13653542098359548135,5815410292355965161,2663863163891383489
14884592381193072480,5815410292355965161,15994305828026895897
5012091346840191986,5815410292355965161,16503044957457558757
5912556486429287213,5815410292355965161,11212972156753825335
17897226073784258385,5815410292355965161,471705445479227578
14933039541889106745,5815410292355965161,9654793839496497106
1496129817959093071,5815410292355965161,11212972156753825335
4299902450251723690,5815410292355965161,15994305828026895897
10299672816758233828,5815410292355965161,11212972156753825335
11769529712406899361,5815410292355965161,11212972156753825335
1267446389404006594,5815410292355965161,471705445479227578
9348099995642608476,5815410292355965161,11212972156753825335
9681484943835397024,5815410292355965161,11212972156753825335
9895283069591538618,5815410292355965161,14582818478575002199
15187744614607175174,5815410292355965161,15994305828026895897
15866776064892274119,5815410292355965161,5274118547963987721
11575179259388669394,5815410292355965161,4174479284795993440
12720803171660491875,5815410292355965161,9654793839496497106
10686043267919454732,5815410292355965161,9654793839496497106
8024229949082916984,5815410292355965161,4174479284795993440
11074274233071522994,5815410292355965161,11212972156753825335
2353730854974757506,5815410292355965161,11984776919763557510
4305697458527665923,5815410292355965161,11212972156753825335
6865458348072085599,5815410292355965161,4174479284795993440
13822444724425049041,5815410292355965161,12135009266126288848
2522692591458316036,5815410292355965161,11212972156753825335
11918773091289507925,5815410292355965161,9654793839496497106
1672966648270797370,5815410292355965161,5274118547963987721
3745595207735360979,5815410292355965161,11212972156753825335
13451435195203357054,5815410292355965161,11212972156753825335
3093349250292545385,5815410292355965161,9654793839496497106
8622884978003674605,5815410292355965161,9654793839496497106
11051919608392220765,5815410292355965161,9654793839496497106
6497214539086604772,5815410292355965161,12135009266126288848
17852088098577309775,5815410292355965161,9654793839496497106
6021078068737690666,5815410292355965161,15008373476056455768
14182371980368968790,5815410292355965161,4174479284795993440
9494102515109264820,5815410292355965161,9654793839496497106
15068137111346630948,5815410292355965161,4174479284795993440
1305022387173868955,5815410292355965161,4174479284795993440
3138017683745702143,5815410292355965161,15008373476056455768
9412193053958671134,5815410292355965161,17313469674494368301
2154879201375801004,5815410292355965161,4174479284795993440
3012225747891928780,5815410292355965161,11212972156753825335
12486574226899798842,5815410292355965161,9654793839496497106
3512091608955708941,5815410292355965161,15994305828026895897
7474622173630839729,5815410292355965161,4174479284795993440
14101751395733924,5815410292355965161,9654793839496497106
4030484254653379354,5815410292355965161,15994305828026895897
9935474398054019137,5815410292355965161,11212972156753825335
1999159483403673068,5815410292355965161,471705445479227578
